Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
312,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,11-Feb-19
313,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,10-Feb-19
314,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,09-Feb-19
315,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,08-Feb-19
316,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,07-Feb-19
317,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,06-Feb-19
318,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,05-Feb-19
319,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,04-Feb-19
320,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,03-Feb-19
321,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,02-Feb-19
322,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,01-Feb-19
323,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,31-Jan-19
324,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,30-Jan-19
325,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,700,800,700,29-Jan-19
326,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,800,1000,800,28-Jan-19
327,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,27-Jan-19
328,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,700,26-Jan-19
329,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,25-Jan-19
330,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,24-Jan-19
331,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,23-Jan-19
332,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,22-Jan-19
333,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,21-Jan-19
334,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,20-Jan-19
335,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,19-Jan-19
336,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,18-Jan-19
337,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,17-Jan-19
338,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,16-Jan-19
339,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,15-Jan-19
340,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,14-Jan-19
341,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,800,700,13-Jan-19
342,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,800,700,12-Jan-19
343,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,800,700,11-Jan-19
344,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,700,800,700,10-Jan-19
345,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,700,800,700,09-Jan-19
346,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,800,700,08-Jan-19
347,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,07-Jan-19
348,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,800,1000,800,06-Jan-19
349,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,800,1000,800,05-Jan-19
350,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,800,1000,800,04-Jan-19
351,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,800,1000,800,03-Jan-19
352,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,600,700,600,02-Jan-19
353,Kolkata,Sealdah Koley Market,Cabbage,Other,FAQ,700,800,700,01-Jan-19
